"ID","year","I","Q","CFA","D","T","SIC"
"32","1970",0.12219,1.1724,0.2003,0.04644,1,11
"32","1971",0.09184,0.79165,0.07234,0.66158,1,11
"32","1972",0.0939,0.91267,0.22845,0.57597,1,11
"32","1973",0.116,0.28577,0.24793,0.51771,1,11
"32","1974",0.09858,0.29713,0.25247,0.54761,1,11
"32","1975",0.18723,0.55619,0.33465,0.34432,1,11
"32","1976",0.34948,0.38053,0.24269,0.55432,1,11
"32","1977",0.18235,0.56665,0.1199,0.60564,1,11
"209","1987",0.09453,9.06242,3.2698,8.74559,0,3
"209","1988",0.04377,16.89927,5.01435,5.99452,0,3
"209","1989",0.0685,25.14279,5.51053,3.9051,0,3
"209","1990",0.11257,25.60474,5.29207,2.12922,0,3
"209","1991",0.03416,31.14306,6.28411,0.74828,0,3
"800","1963",0.09452,0.85832,0.16414,0.35581,1,27
"800","1964",0.11187,1.01876,0.2054,0.306,1,27
"800","1965",0.12077,0.96713,0.20059,0.34677,1,27
"800","1966",0.15008,0.92295,0.21568,0.42272,1,27
"800","1967",0.10359,0.79262,0.15767,0.42725,1,27
"800","1968",0.11069,0.69676,0.14489,0.42524,1,27
"800","1969",0.10036,0.6392,0.15138,0.38,1,27
"800","1970",0.10583,0.52463,0.12085,0.41411,1,27
"800","1971",0.07166,0.54346,0.10358,0.41483,1,27
"800","1972",0.05296,0.46512,0.10439,0.35488,1,27
"800","1973",0.08907,0.48828,0.1044,0.32166,1,27
"800","1974",0.09168,0.24057,0.10029,0.34268,1,27
"800","1975",0.05009,0.25286,0.10499,0.32105,1,27
"800","1976",0.06392,0.30746,0.10008,0.27926,1,27
"800","1977",0.06209,0.27474,0.09517,0.26604,1,27
"800","1978",0.07074,0.21051,0.09186,0.26113,1,27
"800","1979",0.06173,0.21221,0.08494,0.24621,1,27
"800","1980",0.07924,0.24951,0.085,0.254,1,27
"800","1981",0.05355,0.20688,0.07346,0.25214,1,27
"800","1982",0.05567,0.13628,0.05952,0.27711,1,27
"800","1983",0.02382,0.22048,0.03168,0.26979,1,27
"886","1979",0.23125,1.56918,0.54647,0.30293,0,25
"886","1980",0.3459,2.20688,0.41029,0.24051,0,25
"886","1981",0.14674,1.10874,0.35782,0.18438,0,25
"886","1982",0.19606,1.45734,0.34393,0.2132,0,25
"886","1983",0.15108,1.88013,0.42551,0.18698,0,25
"886","1984",0.1682,1.44738,0.42882,0.38569,0,25
"886","1985",0.18097,2.3392,0.68958,0.3299,0,25
"886","1986",0.24507,3.83782,0.91834,0.10322,0,25
"886","1987",0.21791,3.9332,0.93207,0.08036,0,25
"886","1988",0.23517,2.61434,0.89146,0.0648,0,25
"886","1989",0.22573,2.88379,0.73108,0.08462,0,25
"886","1990",0.18396,2.6133,0.92968,0.06821,0,25
"886","1991",0.26222,3.16914,0.84379,0.54233,0,25
"1015","1976",0.16337,0.69277,0.29219,0.19401,0,21
"1015","1977",0.034,0.77841,0.42937,0.13773,0,21
"1015","1978",0.02308,0.61507,0.34075,0.39985,0,21
"1015","1979",0.04596,1.07198,0.37215,0.32103,0,21
"1015","1980",0.0232,0.7576,0.26508,0.28459,0,21
"1015","1981",0.05286,0.52037,0.2594,0.32609,0,21
"1015","1982",0.19472,0.26714,0.07717,0.5033,0,21
"1015","1983",0.09486,0.51216,0.17963,0.4724,0,21
"1015","1984",0.05714,0.94259,0.36044,0.45714,0,21
"1015","1985",0.04877,0.77613,0.23717,0.45064,0,21
"1015","1986",0.05333,0.9438,0.30218,0.39241,0,21
"1015","1987",0.12129,0.64275,0.14233,0.29322,0,21
"1030","1972",0.15898,0.26662,-0.00175,0.62046,0,29
"1030","1973",0.16262,0.1479,0.10339,0.52394,0,29
"1030","1974",0.105,0.07581,0.07936,0.613,0,29
"1030","1975",0.04006,0.18772,0.08975,0.56631,0,29
"1030","1976",0.09213,0.25272,0.12865,0.47173,0,29
"1030","1977",0.13567,0.29121,0.14637,0.56782,0,29
"1030","1978",0.16206,0.28166,0.18761,0.58567,0,29
"1030","1979",0.17429,0.36118,0.0349,0.514,0,29
"1030","1980",0.14632,0.44336,0.03209,0.54543,0,29
"1030","1981",0.17356,0.33447,-0.02193,0.60154,0,29
"1030","1982",0.06026,0.96448,0.10148,0.14933,0,29
"1030","1983",0.07199,1.64754,0.21969,0.14047,0,29
"1030","1984",0.10428,1.96695,0.17552,0.24566,0,29
"1030","1985",0.19188,1.4058,0.22521,0.28885,0,29
"1030","1986",0.15774,1.05714,0.20558,0.22954,0,29
"1030","1987",0.17749,0.66007,0.15122,0.3315,0,29
"1030","1988",0.16758,0.44615,0.01136,0.72851,0,29
"1030","1989",0.13834,0.26576,-0.0183,0.68057,0,29
"1030","1990",0.16168,0.26465,0.1579,0.67593,0,29
"1031","1986",0.14132,0.97674,0.31813,0,0,11
"1031","1987",0.14425,0.82322,0.31672,0,0,11
"1031","1988",0.20165,1.03856,0.31399,0.08707,0,11
"1031","1989",0.24586,1.76986,0.31959,0.57753,0,11
"1031","1990",0.35051,0.65526,0.17337,0.35105,0,11
"1031","1991",0.18043,0.99969,0.17778,0.37917,0,11
"1054","1972",0.18963,0.48613,0.13146,0.53606,1,12
"1054","1973",0.08222,0.164,0.08548,0.6103,1,12
"1054","1974",0.03384,0.03265,-0.00911,0.58154,1,12
"1054","1975",0.01396,0.03849,-0.01882,0.5577,1,12
"1054","1976",0.03136,0.0683,0.08042,0.56232,1,12
"1054","1977",0.04473,0.07082,0.05478,0.57704,1,12
"1054","1978",0.02567,0.11185,0.09488,0.73015,1,12
"1054","1979",0.04392,0.1748,0.11482,0.64846,1,12
"1054","1980",0.09975,0.2704,0.10193,0.7094,1,12
"1054","1981",0.30867,0.50325,0.14371,0.67217,1,12
"1054","1982",0.09386,1.19739,0.18017,0.59658,1,12
"1054","1983",0.27229,1.08501,0.16583,0.48536,1,12
"1054","1984",0.1993,0.79956,0.23041,0.4066,1,12
"1054","1985",0.09202,1.09793,0.27238,0.7821,1,12
"1629","1984",0.04025,0.33691,0.26971,0.50503,1,9
"1629","1985",0.06591,0.71638,0.29316,0.27838,1,9
"1629","1986",0.12671,0.56359,0.24757,0.28431,1,9
"1629","1987",0.16338,0.16403,0.13421,0.95552,1,9
"1629","1988",0.10239,0.40569,0.16833,0.6769,1,9
"1629","1989",0.08365,0.48304,0.17933,0.62185,1,9
"1629","1990",0.05469,0.59726,0.18504,0.50318,1,9
"1629","1991",0.04027,0.81161,0.11226,0.58146,1,9
"1688","1963",0.10096,1.34093,0.23304,0.60656,1,38
"1688","1964",0.12649,1.24089,0.22201,0.81103,1,38
"1688","1965",0.07997,1.37111,0.21569,0.82512,1,38
"1688","1966",0.08683,0.92391,0.2106,0.77586,1,38
"1688","1967",0.09306,1.30463,0.20896,0.68594,1,38
"1723","1963",0.08799,4.13897,0.43835,0.00861,1,21
"1723","1964",0.07628,2.68296,0.39299,0.00507,1,21
"1723","1965",0.09433,3.1073,0.39992,0.00241,1,21
"1723","1966",0.13678,3.3184,0.42307,0.05126,1,21
"1723","1967",0.13265,2.54877,0.28334,0.0679,1,21
"1723","1968",0.12811,2.73344,0.2973,0.30019,1,21
"1723","1969",0.08183,2.30366,0.30285,0.37637,1,21
"1723","1970",0.08286,0.81485,0.1645,0.45822,1,21
"1723","1971",0.08069,1.19395,0.15547,0.42966,1,21
"1723","1972",0.0774,1.54671,0.14995,0.38709,1,21
"1723","1973",0.1233,0.3735,0.09633,0.3172,1,21
"1723","1974",0.10103,0.12736,0.04428,0.3006,1,21
"1723","1975",0.08098,0.16537,0.08036,0.28036,1,21
"1723","1976",0.0654,0.24537,0.10102,0.2809,1,21
"1723","1977",0.08839,0.31631,0.09006,0.28839,1,21
"1723","1978",0.09016,0.59782,0.17937,0.23842,1,21
"1723","1979",0.07387,0.31229,0.1079,0.24034,1,21
"1723","1980",0.05716,0.32927,0.07727,0.23869,1,21
"1723","1981",0.08139,0.40209,-0.04523,0.3402,1,21
"1723","1982",0.07892,0.04255,-0.05735,0.03906,1,21
"1723","1983",0.0549,0.2529,0.12299,0.05839,1,21
"1723","1984",0.07442,0.13006,0.18171,0.05586,1,21
"1723","1985",0.0746,0.7946,0.19803,0.1531,1,21
"1723","1986",0.01524,0.47727,0.0592,0.58933,1,21
"1723","1987",0.03948,0.52889,0.11523,0.56233,1,21
"1723","1988",0.03832,0.86175,0.17625,0.43095,1,21
"1723","1989",0.04117,0.72325,0.17548,0.3683,1,21
"1723","1990",0.03344,0.2269,0.06196,0.24831,1,21
"1723","1991",0.01873,0.18719,0.09848,0.31095,1,21
"1907","1985",0.13211,8.3565,2.30324,0.00137,0,20
"1907","1986",0.17929,4.35829,1.76646,0.00011,0,20
"1907","1987",0.09754,2.53279,0.67836,0,0,20
"1907","1988",0.09194,1.15823,0.35514,0.54867,0,20
"1907","1989",0.07858,0.67351,0.2334,0.71737,0,20
"1907","1990",0.08167,2.07255,0.69394,0.26764,0,20
"1907","1991",0.04703,3.22447,0.78098,0.20289,0,20
"2280","1970",0.05393,0.08525,0.02794,0.5349,1,27
"2280","1971",0.04716,0.16679,0.05547,0.46093,1,27
"2280","1972",0.05525,0.25124,0.07451,0.40762,1,27
"2280","1973",0.08635,0.07991,0.10528,0.38651,1,27
"2280","1974",0.01307,0.18358,0.08897,0.4002,1,27
"2280","1975",0.09225,0.35538,0.25762,0.4227,1,27
"2280","1976",0.05377,0.24282,0.13875,0.46002,1,27
"2280","1977",0.06684,0.20312,0.064,0.3805,1,27
"2280","1978",0.09175,0.23544,-0.01498,0.15014,1,27
"2280","1979",0.04378,0.20263,-0.02051,0.12263,1,27
"2440","1974",0.22309,0.3476,0.29545,0.22171,1,25
"2440","1975",0.07563,0.36715,0.17797,0.22479,1,25
"2440","1976",0.15736,0.63124,0.23535,0.1796,1,25
"2440","1977",0.16907,0.62264,0.22429,0.4233,1,25
"2440","1978",0.22794,0.81293,0.20588,0.29167,1,25
"2440","1979",0.20045,1.25288,0.21925,0.55161,1,25
"2440","1980",0.11671,1.25342,0.17093,0.72461,1,25
"2440","1981",0.13647,0.56,-0.02933,0.62993,1,25
"2440","1982",0.125,0.77568,0.08747,0.65507,1,25
"2440","1983",0.13059,1.50289,0.16225,0.52295,1,25
"2440","1984",0.25198,0.82029,0.20455,0.47829,1,25
"2440","1985",0.12432,0.79147,-0.03622,0.82515,1,25
"2440","1986",0.06363,0.79321,0.11104,0.40709,1,25
"2440","1987",0.32648,0.64949,0.16219,0.66059,1,25
"2455","1970",0.16836,1.39727,0.10145,0.45098,1,16
"2455","1971",0.09117,1.0674,0.10457,0.45663,1,16
"2455","1972",0.15243,0.65604,0.08401,0.41149,1,16
"2455","1973",0.08457,0.32391,0.10703,0.38092,1,16
"2455","1974",0.11007,0.144,-0.07423,0.354,1,16
"2455","1975",0.02115,0.1412,0.00075,0.3855,1,16
"2455","1976",0.01953,0.1612,0.00064,0.39317,1,16
"2455","1977",0.02488,0.10721,-0.05741,0.3443,1,16
"2455","1978",0.03612,0.1492,0.00582,0.49147,1,16
"2455","1979",0.04838,0.29028,0.03362,0.45449,1,16
"2455","1980",0.16378,1.33609,0.00515,0.41975,1,16
"2455","1981",0.15002,1.99136,-0.05962,0.36991,1,16
"2824","1963",0.05294,4.23488,0.43754,0.0734,1,9
"2824","1964",0.07274,4.41849,0.45067,0.05076,1,9
"2824","1965",0.12796,3.94721,0.42577,0.03577,1,9
"2824","1966",0.10491,3.36596,0.40971,0.04722,1,9
"2824","1967",0.14654,2.78904,0.35065,0.12159,1,9
"2824","1968",0.14574,3.43088,0.3444,0.20557,1,9
"2824","1969",0.07279,3.35401,0.32836,0.19547,1,9
"2824","1970",0.08362,2.92008,0.31013,0.15914,1,9
"2824","1971",0.08529,2.29897,0.23794,0.2861,1,9
"2824","1972",0.07334,2.22295,0.29167,0.25722,1,9
"2824","1973",0.07192,1.36721,0.28018,0.23586,1,9
"2824","1974",0.08225,1.18013,0.26985,0.43712,1,9
"2824","1975",0.06632,1.42374,0.24275,0.3488,1,9
"2824","1976",0.05699,1.51339,0.2565,0.26318,1,9
"2824","1977",0.05634,1.47271,0.25682,0.18656,1,9
"2824","1978",0.06169,1.48296,0.25501,0.15794,1,9
"2824","1979",0.06947,1.57122,0.25483,0.15301,1,9
"2824","1980",0.08297,1.78122,0.24071,0.1088,1,9
"2824","1981",0.09545,1.53253,0.26039,0.11089,1,9
"2824","1982",0.09832,1.89338,0.27391,0.09031,1,9
"2824","1983",0.11555,2.03524,0.32414,0.24747,1,9
"2824","1984",0.12575,1.88534,0.37454,0.24725,1,9
"2824","1985",0.11131,3.11929,0.42403,0.23771,1,9
"2824","1986",0.14205,3.86845,0.508,0.14761,1,9
"2824","1987",0.1481,3.74803,0.57099,0.12111,1,9
"2824","1988",0.16637,3.45868,0.60139,0.14533,1,9
"2824","1989",0.14514,4.43054,0.60724,0.05269,1,9
"2824","1990",0.16067,4.9244,0.6095,0.03973,1,9
"2824","1991",0.16942,6.77219,0.62679,0.0347,1,9
"4302","1972",0.05571,10.62902,0.01906,0,0,24
"4302","1973",0.05165,6.17064,0.78772,0,0,24
"4302","1974",0.03796,3.15533,0.61965,0,0,24
"4302","1975",0.01447,4.91006,0.33961,0.10539,0,24
"4302","1976",0.03704,5.19116,0.32024,0,0,24
"4302","1977",0.0079,6.02107,0.74229,0,0,24
"4302","1978",0.02278,4.21906,0.12493,0,0,24
"4396","1972",0.0287,2.1537,0.1872,0.77255,0,29
"4396","1973",0.11402,0.8428,0.1033,0.95857,0,29
"4396","1974",0.03239,0.12453,0.05408,1.01086,0,29
"4396","1975",0.01711,0.11508,0.05524,1.06776,0,29
"4396","1976",0.01899,0.11515,0.03971,0.96151,0,29
"4396","1977",0.02254,0.18749,0.08995,0.7827,0,29
"4396","1978",0.0209,0.16945,0.10127,0.75321,0,29
"4396","1979",0.01814,0.25456,0.14525,0.75637,0,29
"4396","1980",0.02177,0.58139,0.15824,0.65202,0,29
"4396","1981",0.06037,0.37909,0.1972,0.60383,0,29
"4396","1982",0.0285,0.77773,0.23508,0.53105,0,29
"4396","1983",0.03341,1.88964,0.28042,0.44647,0,29
"4396","1984",0.04876,1.39189,0.34454,0.41097,0,29
"4396","1985",0.10527,1.58997,0.32699,0.3906,0,29
"4446","1973",0.02552,0.40936,0.16218,0.40114,0,8
"4446","1974",0.02086,0.385,0.32459,0.32942,0,8
"4446","1975",0.03167,0.89436,0.51452,0.26219,0,8
"4446","1976",0.01606,0.67654,0.35577,0.16231,0,8
"4446","1977",0.03109,0.96574,0.29254,0.37414,0,8
"4446","1978",0.03267,0.65947,0.27865,0.31703,0,8
"4446","1979",0.01977,0.64638,0.25638,0.37092,0,8
"4446","1980",0.02549,0.62493,0.24668,0.32886,0,8
"4446","1981",0.02649,0.6561,0.23082,0.32856,0,8
"4446","1982",0.01544,0.76308,0.25397,0.33524,0,8
"4446","1983",0.0141,1.77378,0.2773,0.30766,0,8
"4446","1984",0.06491,1.4039,0.35534,0.24667,0,8
"4446","1985",0.01808,2.09779,0.38608,0.22892,0,8
"4446","1986",0.01865,2.73552,0.37735,0.17177,0,8
"4446","1987",0.02256,1.98906,0.23719,0.37721,0,8
"4446","1988",0.02885,1.97525,0.2663,0.32321,0,8
"4446","1989",0.04355,1.84115,0.22118,0.21317,0,8
"4446","1990",0.03962,1.79146,0.22554,0.15663,0,8
"4446","1991",0.07375,1.67964,0.26136,0.15275,0,8
"4626","1969",0.08311,0.65968,0.25887,0.0131,1,21
"4626","1970",0.06902,0.68732,0.13538,0.1875,1,21
"4626","1971",0.03482,0.7148,0.01923,0.22694,1,21
"4626","1972",0.04973,0.76201,0.1089,0.13413,1,21
"4626","1973",0.05323,0.57038,0.16574,0.12204,1,21
"4626","1974",0.03847,0.22307,0.08738,0.43075,1,21
"4626","1975",0.05036,0.21237,0.10199,0.36303,1,21
"4626","1976",0.05713,0.25481,0.06024,0.33138,1,21
"4626","1977",0.0282,0.33394,0.10879,0.30521,1,21
"4626","1978",0.05343,0.57564,0.18243,0.33364,1,21
"4626","1979",0.06903,0.4742,0.19417,0.27315,1,21
"4626","1980",0.09916,0.47896,0.13927,0.32071,1,21
"4626","1981",0.06451,0.33325,0.14872,0.25561,1,21
"4626","1982",0.0566,0.35133,0.16438,0.19005,1,21
"4626","1983",0.06119,0.61876,-0.07114,0.20885,1,21
"4626","1984",0.03221,0.58871,-0.06121,0.18558,1,21
"4626","1985",0.04329,0.53548,0.15698,0.39428,1,21
"4626","1986",0.05487,0.46794,0.09196,0.3183,1,21
"4626","1987",0.03957,0.77859,0.08865,0.10784,1,21
"4626","1988",0.04554,0.44367,0.07252,0.08243,1,21
"4626","1989",0.04842,0.47824,0.10353,0.07982,1,21
"4626","1990",0.02932,0.2557,0.11293,0.05288,1,21
"4626","1991",0.02325,0.32269,0.0898,0.0455,1,21
"4644","1973",0.0417,0.27015,0.30386,0.36263,1,24
"4644","1974",0.05177,0.2877,0.46267,0.26773,1,24
"4644","1975",0.04055,0.314,0.53318,0.23906,1,24
"4644","1976",0.04699,0.57766,0.53115,0.16315,1,24
"4644","1977",0.05579,1.26208,0.72935,0.07978,1,24
"4644","1978",0.26751,1.36734,0.51251,0.26515,1,24
"4644","1979",0.04183,0.9013,0.36497,0.21463,1,24
"4644","1980",0.05269,0.85501,0.42547,0.16979,1,24
"4644","1981",0.13786,0.9173,0.39138,0.28837,1,24
"4671","1973",0.09827,1.56168,0.60393,0,0,15
"4671","1974",0.08525,0.67245,0.28967,0,0,15
"4671","1975",0.05785,1.25343,0.33425,0,0,15
"4671","1976",0.07177,1.38892,0.42876,0,0,15
"4671","1977",0.17242,0.84553,0.37479,0.12056,0,15
"4671","1978",0.08163,0.81923,0.44858,0.1187,0,15
"4671","1979",0.12466,0.71054,0.37642,0.09474,0,15
"4671","1980",0.19111,0.56167,0.15521,0.17839,0,15
"4671","1981",0.14978,0.38579,0.22589,0.33371,0,15
"4671","1982",0.04909,0.39379,0.21661,0.22314,0,15
"4671","1983",0.04013,1.08382,0.37922,0.03574,0,15
"4671","1984",0.07877,1.48658,0.47785,0.11116,0,15
"4807","1986",0.03793,0.17609,0.02731,0.04361,0,13
"4807","1987",0.05115,0.23916,0.06539,0.03764,0,13
"4807","1988",0.04314,0.33168,0.11342,0.03374,0,13
"4807","1989",0.03622,0.23195,0.0817,0.19091,0,13
"4807","1990",0.06328,0.1592,0.04778,0.15883,0,13
"4807","1991",0.02519,0.17006,0.02123,0.17966,0,13
"4816","1972",0.04647,1.48229,0.17213,0.13035,1,15
"4816","1973",0.05059,0.57439,0.19479,0.10808,1,15
"4816","1974",0.03328,0.49929,0.21318,0.08281,1,15
"4816","1975",0.04459,0.68077,0.22124,0.31839,1,15
"4816","1976",0.04962,0.6767,0.20127,0.37287,1,15
"4816","1977",0.04943,1.06694,0.23987,0.27256,1,15
"4816","1978",0.04016,1.36055,0.24811,0.36353,1,15
"4816","1979",0.04502,1.26509,0.23975,0.3758,1,15
"4816","1980",0.04175,2.37406,0.27017,0.24777,1,15
"4816","1981",0.03634,1.83971,0.30126,0.26773,1,15
"4816","1982",0.04635,1.87028,0.25683,0.24713,1,15
"4816","1983",0.034,2.25776,0.35214,0.09914,1,15
"4816","1984",0.03965,1.2408,0.23726,0.17836,1,15
"4816","1985",0.06241,1.31677,0.1682,0.31589,1,15
"4816","1986",0.02184,1.01914,0.11353,0.36117,1,15
"4816","1987",0.03667,0.6751,0.13768,0.37178,1,15
"4816","1988",0.02846,0.72337,0.11904,0.44608,1,15
"4816","1989",0.02748,0.60038,0.10312,0.36897,1,15
"4816","1990",0.04527,0.60239,0.14419,0.40227,1,15
"4816","1991",0.04338,0.73369,0.15116,0.45805,1,15
"5313","1980",0.16401,4.00935,0.50863,0.04493,0,29
"5313","1981",0.20113,3.38987,0.23176,0.04465,0,29
"5313","1982",0.17058,4.01255,0.57495,0.09174,0,29
"5313","1983",0.16397,2.44965,0.30708,0.04148,0,29
"5313","1984",0.19134,0.67727,-0.20773,0.58407,0,29
"5313","1985",0.08426,0.51201,-0.46282,0.37717,0,29
"5313","1986",0.02488,1.81469,0.06214,0.68415,0,29
"5313","1987",0.03071,3.3388,0.67528,0.07197,0,29
"5313","1988",0.08604,5.91106,1.09235,0.03738,0,29
"5313","1989",0.05473,10.94577,1.31022,0.01237,0,29
"5313","1990",0.079,1.48008,0.46153,0,0,29
"5313","1991",0.09437,2.36747,0.55799,0,0,29
"5320","1978",0.10192,2.27508,0.6896,0.48264,0,13
"5320","1979",0.14324,2.46923,0.63128,0.42323,0,13
"5320","1980",0.12192,3.46033,0.524,0.23367,0,13
"5320","1981",0.28072,3.19167,0.59329,0.11378,0,13
"5320","1982",0.14005,4.514,0.44936,0.08295,0,13
"5320","1983",0.12796,1.75493,0.49091,0.11525,0,13
"5320","1984",0.12916,1.25908,0.27328,0.12379,0,13
"5320","1985",0.09492,0.60788,0.08667,0.08152,0,13
"5320","1986",0.02487,0.53203,0.00965,0.06061,0,13
"5320","1987",0.03982,0.38056,0.15387,0.26129,0,13
"5320","1988",0.10482,4.62748,-1.22603,0.13524,0,13
"6284","1965",0.26968,0.80801,0.18127,0.14266,1,4
"6284","1966",0.0827,0.87084,0.19641,0.12314,1,4
"6284","1967",0.09709,3.23953,0.2013,0.09973,1,4
"6284","1968",0.14675,1.85703,0.22065,0.07204,1,4
"6284","1969",0.15097,1.0791,0.24244,0.05444,1,4
"6284","1970",0.16214,1.057,0.26091,0.43919,1,4
"6284","1971",0.21754,0.69661,0.14983,0.29838,1,4
"6284","1972",0.32784,0.37465,0.06742,0.48416,1,4
"6284","1973",0.11904,0.20362,0.11017,0.44911,1,4
"6284","1974",0.13859,0.12524,0.13312,0.53253,1,4
"6284","1975",0.01067,0.26846,0.09866,0.29483,1,4
"6284","1976",0.04,0.27896,0.10126,0.12836,1,4
"6284","1977",0.0256,0.27108,0.12536,0.14065,1,4
"6284","1978",0.11396,0.2375,0.10665,0.09438,1,4
"6284","1979",0.14384,0.21397,0.1221,0.2396,1,4
"6284","1980",0.07883,0.2403,0.1006,0.15638,1,4
"6284","1981",0.21351,0.1937,0.0532,0.20988,1,4
"6284","1982",0.03789,0.36937,0.09712,0.17387,1,4
"6284","1983",0.03311,0.65438,0.15697,0.16826,1,4
"6284","1984",0.18713,0.48765,0.19795,0.32892,1,4
"6284","1985",0.03693,0.76013,0.2045,0.23479,1,4
"6284","1986",0.2297,1.25991,0.18577,0.67916,1,4
"6284","1987",0.06914,0.48753,0.19545,0.55508,1,4
"6510","1986",0.18024,14.77172,1.66271,0,0,25
"6510","1987",0.26327,4.35867,1.08027,0,0,25
"6510","1988",0.20397,2.06653,0.49646,0.13463,0,25
"6510","1989",0.165,6.98764,1.22452,0.0827,0,25
"6510","1990",0.2794,4.43869,1.21589,0.0474,0,25
"6680","1973",0.02777,0.6443,0.38391,0.21953,0,38
"6680","1974",0.01787,0.44536,0.44365,0.29735,0,38
"6680","1975",0.01457,0.56414,0.47942,0.25634,0,38
"6680","1976",0.06494,0.45794,0.33195,0.19452,0,38
"6680","1977",0.01158,0.54019,0.38143,0.14337,0,38
"6680","1978",0.04769,0.50454,0.34787,0.26438,0,38
"6680","1979",0.01422,0.46385,0.2969,0.41191,0,38
"6680","1980",0.02447,0.55617,0.36929,0.31311,0,38
"6680","1981",0.02068,0.43161,0.37305,0.31231,0,38
"6680","1982",0.0411,0.54602,0.34532,0.36147,0,38
"6680","1983",0.01294,0.87562,0.41417,0.40504,0,38
"6680","1984",0.02641,1.20811,0.43286,0.37171,0,38
"6680","1985",0.046,1.32534,0.4312,0.30028,0,38
"6680","1986",0.02454,1.68017,0.5332,0.18886,0,38
"7383","1981",0.06475,1.379,0.22549,0.26331,0,25
"7383","1982",0.08713,0.74897,0.09814,0.20956,0,25
"7383","1983",0.09508,2.14997,0.06219,0.34629,0,25
"7383","1984",0.31548,1.53628,0.29319,0.51299,0,25
"7383","1985",0.3411,2.20592,0.46921,0.60267,0,25
"7383","1986",0.20922,0.77651,-0.02229,0.51571,0,25
"7383","1987",0.0307,0.82476,0.12679,0.50503,0,25
"7500","1972",0.07588,1.59819,0.03708,0.05212,0,21
"7500","1973",0.06462,1.1925,0.16498,0.2194,0,21
"7500","1974",0.04018,0.32189,0.15299,0.15001,0,21
"7500","1975",0.0483,0.89409,0.19803,0.1318,0,21
"7500","1976",0.02385,0.84918,0.1688,0.36087,0,21
"7500","1977",0.02889,0.48853,0.09587,0.30468,0,21
"7500","1978",0.02646,0.44053,0.013,0.16903,0,21
"7500","1979",0.06438,0.89444,0.06764,0.06222,0,21
"7500","1980",0.02845,1.34793,0.12002,0.16894,0,21
"7500","1981",0.03069,0.70084,0.06883,0.05736,0,21
"7500","1982",0.00345,1.40078,0.048,0.07655,0,21
"7500","1983",0.0047,2.02779,0.10669,0.08661,0,21
"7500","1984",0.00682,1.57255,0.08752,0.08949,0,21
"7500","1985",0.00489,1.33868,0.07852,0.09409,0,21
"7500","1986",0.00449,1.35293,0.02952,0.09079,0,21
"7500","1987",0.0022,1.27624,0.28662,0,0,21
"7500","1988",0.00289,2.38078,-0.05668,0,0,21
"7500","1989",0.00535,2.50908,0.00829,0,0,21
"7500","1990",0.00195,2.73874,0.00879,0,0,21
"7500","1991",0.04633,4.72393,0.07943,0,0,21
"7530","1986",0.31832,77.04551,6.35333,0,1,9
"7530","1987",0.91815,5.37992,0.46552,0,1,9
"7530","1988",0.07322,6.11709,0.59916,0,1,9
"7530","1989",0.16755,7.40105,0.39568,0,1,9
"7530","1990",0.07778,5.57683,0.85289,0,1,9
"7530","1991",0.1133,14.47451,1.2295,0,1,9
"7551","1972",0.13382,6.76739,0.70857,0,0,25
"7551","1973",0.13671,5.75952,0.46244,0.30842,0,25
"7551","1974",0.1983,2.94681,-0.26465,0.09148,0,25
"7551","1975",0.09417,3.52639,0.24662,0.07715,0,25
"7551","1976",0.06256,1.32884,0.30915,0,0,25
"7551","1977",0.04725,1.35373,0.48898,0,0,25
"7551","1978",0.06154,0.90221,0.17772,0,0,25
"7551","1979",0.04953,0.81402,-0.06069,0.17205,0,25
"7603","1963",0.26923,1.88667,0.06524,0.76805,1,27
"7603","1964",0.1608,2.40259,0.14817,0.67103,1,27
"7603","1965",0.12368,1.56151,-0.02752,0.80896,1,27
"7603","1966",0.02977,0.76712,0.02424,0.99215,1,27
"7603","1967",0.03286,3.04827,0.09906,0.78538,1,27
"7603","1968",0.02832,2.79976,0.08968,0.63449,1,27
"7603","1969",0.06345,1.12619,0.09125,0.54093,1,27
"7603","1970",0.04365,0.78725,0.07166,0.69105,1,27
"7603","1971",0.02178,0.83141,0.1054,0.23024,1,27
"7603","1972",0.03602,0.78623,0.18478,0.59907,1,27
"7603","1973",0.10298,0.34887,0.1932,0.41441,1,27
"7603","1974",0.0618,0.32682,0.22097,0.32406,1,27
"7603","1975",0.08447,0.50096,0.19035,0.29847,1,27
"7603","1976",0.06917,0.40566,0.15921,0.41595,1,27
"7603","1977",0.10829,0.4854,0.19536,0.30664,1,27
"7603","1978",0.17303,0.4051,0.17235,0.41437,1,27
"7603","1979",0.07787,0.37769,0.14781,0.53014,1,27
"7603","1980",0.07345,0.41241,0.11688,0.45854,1,27
"7603","1981",0.16332,0.45787,0.18738,0.40663,1,27
"7603","1982",0.1125,0.33315,0.12746,0.44016,1,27
"7603","1983",0.07991,0.47104,0.10719,0.35812,1,27
"7631","1984",0.37959,4.2664,0.62911,0.037,0,29
"7631","1985",0.13698,5.76165,0.7652,0,0,29
"7631","1986",0.12878,3.94204,0.38821,0.60261,0,29
"7631","1987",0.12433,1.85539,0.56772,0.10286,0,29
"7631","1988",0.11423,3.42876,0.63094,0.40281,0,29
"7631","1989",0.06971,1.34649,0.73497,0.33821,0,29
